province,district,facility_label,name,HMIS_Code,location,ownership,facility_type,operational_stutus,catchment_population,longitude,latitude
Lusaka,Lusaka Urban,Ngombe Kasisi HP,Ngombe Kasisi Health Post,5040740,Urban,GRZ,Health Post,Yes,,28.33419457,-15.35051842
Lusaka,Lusaka Urban,Ng'Ombe UHC, Ng'ombe Urban Health Centre,5040290,Urban,GRZ,Urban Health Centre,Yes,58246,28.32386913,-15.36727264
Lusaka,Lusaka Urban,Nipa HP, Nipa Health Post,5040520,Urban,Private,Health Post,Yes,,28.29060277,-15.41898886
Lusaka,Lusaka Urban,Old Lady'S Hospital, Old Lady's Hospital,5040530,Urban,Private,Urban Health Centre,Yes,,28.25865927,-15.42635896
Lusaka,Lusaka Urban,Our Lady Hospice,Our Lady Hospice,5040540,Urban,Faith Based,Urban Health Centre,Yes,,28.33993987,-15.40200688
Lusaka,Lusaka Urban,Pearl Of Health Hospital, Pearl of Health Hospital,5040542,Urban,Private,Level 2 Hospital Provincial,Yes,,28.29378555,-15.41027663
Lusaka,Lusaka Urban,Railway UHC, Railway Urban Health Centre-Lsk,5040544,Urban,GRZ,Urban Health Centre,Yes,,28.28430268,-15.41712716
Lusaka,Lusaka Urban,St Agness UHC, St Agness Urban Health Centre,5040610,Urban,Faith Based,Urban Health Centre,Yes,13981,28.3837546,-15.4147392
Lusaka,Lusaka Urban,State House Clinic, State House Clinic,5040546,Urban,GRZ,Urban Health Centre,Yes,15617,28.32549351,-15.4287791
Lusaka,Lusaka Urban,State Lodge UHC, State Lodge Urban Health Centre,5040320,Urban,GRZ,Urban Health Centre,Yes,11651,28.44181205,-15.44740873
Lusaka,Lusaka Urban,University Of Zambia Clinic, University of Zambia Clinic,5040547,Urban,Private,Urban Health Centre,Yes,62000,28.32645732,-15.39222886
Lusaka,Lusaka Urban,Universty Teaching Hospital, Universty Teaching Hospital,5040548,Urban,GRZ,Level 3 Hospital Tertiary,Yes,,28.31334706,-15.4322311
Lusaka,Lusaka Urban,Victoria Hospital, Victoria Hospital,5040549,Urban,Private,Level 2 Hospital Provincial,Yes,,28.322235,-15.3863924
Lusaka,Lusaka Urban,ZASTI UHC,ZASTI UHC,5040612,Urban,GRZ,Urban Health Centre,Yes,2065,28.44170744,-15.31858773
Lusaka,Rufunsa,Lusenfwa  HP,Lusenfwa Health Post,507021,Rural,GRZ,Health Post,Yes,,29.63182628,-14.78532998
Lusaka,Rufunsa,Bunda Bunda HP, Bunda Bunda Health Post,507001,Rural,GRZ,Health Post,Yes,4324,29.03036054,-15.26459634
Lusaka,Rufunsa,Chifundo RHC, Chifundo Rural Health Centre,507003,Rural,NGO,Rural Health Centre,Yes,,28.82162722,-15.37004842
Lusaka,Rufunsa,Chilimba HP,Chilimba Health Post,507004,Rural,GRZ,Health Post,Yes,,29.23903087,-15.34593928
Lusaka,Rufunsa,Chimusanya HP, Chimusanya Health Post,507011,Rural,GRZ,Health Post,Yes,5433,29.57155083,-15.08668468
Lusaka,Rufunsa,Chinyunyu RHC, Chinyunyu Rural Health Centre,507005,Rural,GRZ,Rural Health Centre,Yes,4838,28.99804682,-15.2638769
Lusaka,Rufunsa,Chipeketi  HP,Chipeketi Health Post,507008,Rural,GRZ,Health Post,Yes,764,29.90100341,-15.19455934
Lusaka,Rufunsa,Chitemalesa HP, Chitemalesa Health Post,507009,Rural,GRZ,Health Post,Yes,4852,28.91210144,-15.26787953
Lusaka,Rufunsa,Chiyota HP, Chiyota Health Post,507014,Rural,GRZ,Health Post,Yes,2298,28.83653532,-15.21264979
Lusaka,Rufunsa,Kankumba RHC, Kankumba Rural Health Centre,507010,Rural,GRZ,Rural Health Centre,Yes,3939,29.15824017,-15.24311502
Lusaka,Rufunsa,Kanyongoloka HP, Kanyongoloka Health Post,507012,Rural,GRZ,Health Post,Yes,6103,29.22100796,-15.2044464
Lusaka,Rufunsa,Kazemba HP, Kazemba Health Post,507033,Rural,GRZ,Health Post,Yes,1989,28.82938057,-15.34030214
Lusaka,Rufunsa,Luangwa Bridge HP, Luangwa Bridge Health Post,507016,Rural,GRZ,Health Post,Yes,2713,30.21181852,-14.98994096
Lusaka,Rufunsa,Lukwipa RHC, Lukwipa Rural Health Centre,501019,Rural,GRZ,Rural Health Centre,Yes,5560,29.89820698,-15.03624023
Lusaka,Rufunsa,Mpanshya HAHC, Mpanshya Hospital Affiliated Health Centre,507013,Rural,Faith Based,Rural Health Centre,Yes,,29.7253953,-15.10839119
Lusaka,Rufunsa,Mpanshya Mission Hospital, Mpanshya (St Luke) Mission Hospital,507022,Rural,Faith Based,Level 1 Hospital District,Yes,,29.72496893,-15.10822526
Lusaka,Rufunsa,Mulamba HP, Mulamba Health Post,507002,Rural,GRZ,Health Post,Yes,5078,29.44326553,-15.13297887
Lusaka,Rufunsa,Munyeta HP, Munyeta Health Post,507023,Rural,GRZ,Health Post,Yes,624,28.920999,-15.11514294
Lusaka,Rufunsa,Mwachilele HP, Mwachilele Health Post,507029,Rural,GRZ,Health Post,Yes,3000,28.94480252,-15.43757406
Lusaka,Rufunsa,NamaNongo HP, NamaNongo Health Post,507025,Rural,GRZ,Rural Health Centre,Yes,3282,29.13247691,-15.41875091
Lusaka,Rufunsa,Nyamphande HP,Nyamphande Health Post,507026,Rural,GRZ,Health Post,Yes,2048,29.32715102,-15.17116602
Lusaka,Rufunsa,Nyangwena RHC, Nyangwena Rural Health Centre,507028,Rural,GRZ,Rural Health Centre,Yes,3102,28.94515296,-15.4367655
Lusaka,Rufunsa,Rufunsa RHC, Rufunsa Rural Health Centre,507024,Rural,GRZ,Rural Health Centre,Yes,4098,29.63616894,-15.08156071
Lusaka,Rufunsa,Rufunsa Tech HP, Rutech Health Post,507030,Rural,GRZ,Health Post,Yes,9637,29.21909519,-15.27252114
Lusaka,Rufunsa,Shikabeta RHC, Shikabeta Rural Health Centre,507031,Rural,GRZ,Rural Health Centre,Yes,2668,29.66545576,-14.86288938
Lusaka,Rufunsa,Tengama HP, Tengama Health Post,507032,Rural,GRZ,Rural Health Centre,Yes,2864,29.02688968,-15.36886445
Lusaka,Shibuyunji,Chabota  HP, Chabota Health Post,508018,Rural,GRZ,Health Post,Yes,,27.55468391,-15.19673922
Lusaka,Shibuyunji,Kapyanga RHC, Kapyanga Rural Health Centre,508010,Rural,GRZ,Rural Health Centre,Yes,5357,27.46748893,-15.12636721
Lusaka,Shibuyunji,Kayanga HP, Kayanga Health Post,508011,Rural,GRZ,Health Post,Yes,2709,27.60838549,-15.1410988
Lusaka,Shibuyunji,Mine RHC, Mine Rural Health Centre,508014,Rural,Private,Rural Health Centre,Yes,,27.92781641,-15.50569736
Lusaka,Shibuyunji,Mukulaikwa RHC, Mukulaikwa Rural Health Centre,508012,Rural,GRZ,Urban Health Centre,Yes,7451,27.73390048,-15.2741409
Lusaka,Shibuyunji,Mwembezhi RHC, Mwembezhi Rural Health Centre,508013,Rural,Faith Based,Rural Health Centre,Yes,12869,27.78592333,-15.3889
Lusaka,Shibuyunji,Nampundwe RHC, Nampundwe Rural Health Centre,508022,Rural,GRZ,Rural Health Centre,Yes,14901,27.92696638,-15.51003199
Lusaka,Shibuyunji,Shabasonje RHC, Shabasonje Rural Health Centre,508015,Rural,GRZ,Rural Health Centre,Yes,6773,27.77969167,-15.47487
Lusaka,Shibuyunji,Sichobo RHC, Sichobo Rural Health Centre,508017,Rural,GRZ,Rural Health Centre,Yes,8805,27.82977048,-15.44963258
Lusaka,Lusaka Urban,ZNS Chamba Valley,ZNS Chamba Valley,50060262,Urban,GRZ,Urban Health Centre,,,28.36042667,-15.37536
Lusaka,Chibombo,ZNS Chikumbi HP,ZNS Chikumbi Health Post,50060263,Rural,GRZ,Health Post,,,28.188255,-15.37138833
Lusaka,Lusaka Urban,MainaSokoHospital,MainaSokoHospital,50060172,Urban,GRZ,Level 2 Hospital Provincial,,,28.13336167,-15.35807
Lusaka,Lusaka  Urban,ZAF Lusaka UHC,ZAF Lusaka UHC,50060264,Urban,GRZ,Urban Health Centre,,,28.11524833,-15.31407333
Lusaka,Lusaka Urban,ZNS-Safari HP,ZNS-Safari Health Post,50060265,Urban,GRZ,Health Post,,,28.70997167,-15.32327333
Lusaka,Lusaka Urban,ZAF MT Eugenia RHC,ZAF MT Eugenia RHC,50060266,Peri-Urban,GRZ,Rural Health Centre,,,28.615765,-13.072025
Lusaka,Chongwe,ZNS Chongwe Clinic HP,ZNS Chongwe Clinic Health Post,50060267,Rural,GRZ,Health Post,,,28.65351667,-12.99150167
Lusaka,Lusaka,ZNS&ZA Appollo,ZNS&ZA Appollo,50060268,Rural,Military,Rural Health Centre,,,28.75818333,-13.08558667
Muchinga,Chama,Buli RHC, Buli Rural Health Centre,302024,Rural,GRZ,Rural Health Centre,Yes,,33.08275868,-11.34843882
Muchinga,Chama,Chama District Hospital, Chama District Hospital,302010,Rural,GRZ,Level 1 Hospital District,Yes,143041,33.17449912,-11.22782739
Muchinga,Chama,Chama HAHC, Chama Hospital Affiliated Health Centre,302099,Urban,GRZ,Urban Health Centre,Yes,21807,33.15650184,-11.21247527
Muchinga,Chama,Chibale RHC, Chibale Rural Health Centre,302011,Rural,GRZ,Rural Health Centre,Yes,14271,32.78782191,-10.49528274
Muchinga,Chama,Chifunda HP, Chifunda Health Post,302012,Rural,GRZ,Rural Health Centre,Yes,7769,32.57566511,-11.87296187
Muchinga,Chama,Chigoma HP, Chigoma Rural Health Centre,302026,Rural,GRZ,Health Post,Yes,3434,32.70167587,-11.6893519
Muchinga,Chama,Chikwa RHC, Chikwa Rural Health Centre,302013,Rural,GRZ,Rural Health Centre,Yes,8028,32.77472332,-11.68202774
Muchinga,Chama,Chilubanama RHC, Chilubanama Rural Health Centre,302022,Rural,GRZ,Rural Health Centre,Yes,3637,32.37175981,-10.68707236
Muchinga,Chama,Chitukula HP, Chitukula Health Post,302035,Rural,GRZ,Health Post,Yes,2640,33.03847223,-11.44746657
Muchinga,Chama,Fulaza RHC, Fulaza Rural Health Centre,302028,Rural,GRZ,Rural Health Centre,Yes,496,32.50311957,-11.58381001
Muchinga,Chama,Kalovya HP, Kalovya Health Post,302030,Rural,GRZ,Health Post,Yes,3072,33.22690168,-11.53036402
Muchinga,Chama,Kambombo RHC, Kambombo Rural Health Centre,302014,Rural,GRZ,Rural Health Centre,Yes,6587,33.09612111,-11.08524013
Muchinga,Chama,Kambwili HP, Kambwili Health Post,302029,Rural,GRZ,Health Post,Yes,4357,33.15091403,-11.09404878
Muchinga,Chama,Kamfutu HP,Kamfutu Health Post,302032,Rural,GRZ,Health Post,Yes,1457,33.35891197,-11.25144818
Muchinga,Chama,Kanyelele RHC,Kanyelele Rural Health Centre,302015,Rural,GRZ,Rural Health Centre,Yes,4107,33.48305441,-10.74762657
Muchinga,Chama,Kapichilasenga RHC, Kapichilasenga Rural Health Centre,302023,Rural,GRZ,Rural Health Centre,Yes,7214,32.88515121,-11.54609027
Muchinga,Chama,Kapilingiza HP,Kapilingiza Health Post,302036,Rural,GRZ,Health Post,Yes,2355,33.04815441,-11.05197093
Muchinga,Chama,Kasela HP, Kasela Health Post,302034,Rural,GRZ,Health Post,Yes,1793,32.70468673,-12.00577277
Muchinga,Chama,Lundu RHC, Lundu Rural Health Centre,302016,Rural,GRZ,Rural Health Centre,Yes,4772,32.38344567,-10.998686
Muchinga,Chama,Manga Mission Health Centre, Manga Mission Health Centre,3020102,Rural,Faith Based,Rural Health Centre,Yes,4264,32.84569457,-11.77522916
Muchinga,Chama,Mapamba RHC, Mapamba Rural Health Centre,302017,Rural,GRZ,Rural Health Centre,Yes,5784,32.43910546,-12.1216132
Muchinga,Chama,Mphyanakunda RHC, Mphyanakunda Rural Health Centre,302027,Rural,GRZ,Rural Health Centre,Yes,796,32.80691343,-11.23000218
Muchinga,Chama,Mulilo RHC, Mulilo Rural Health Centre,302018,Rural,GRZ,Rural Health Centre,Yes,4649,32.94629443,-10.53992355
Muchinga,Chama,Mwalala RHC, Mwalala Rural Health Centre,302031,Rural,GRZ,Urban Health Centre,Yes,7267,32.90495714,-11.17423074
Muchinga,Chama,Nthonkho RHC, Nthonkho Rural Health Centre,302025,Rural,GRZ,Rural Health Centre,Yes,3218,33.03938108,-11.02140078
Muchinga,Chama,Pondo RHC, Pondo Rural Health Centre,302019,Rural,GRZ,Rural Health Centre,Yes,2232,32.64285914,-11.48421829
Muchinga,Chama,Sitwe RHC, Sitwe Rural Health Centre,302020,Rural,GRZ,Rural Health Centre,Yes,4884,33.19072396,-10.83140168
Muchinga,Chama,Tembwe RHC, Tembwe Rural Health Centre,302021,Rural,GRZ,Rural Health Centre,Yes,9549,32.88941097,-11.3602859
Muchinga,Chinsali,Chinsali District Hospital, Chinsali District Hospital,552001,Urban,GRZ,Level 1 Hospital District,Yes,32000,32.07184097,-10.56084966
Muchinga,Chinsali,Chinsali HAHC, Chinsali HAHC,552010,Urban,GRZ,Urban Health Centre,Yes,32000,32.06659978,-10.55243557
Muchinga,Chinsali,Chunga RHC, Chunga Rural Health Centre,552011,Rural,GRZ,Rural Health Centre,Yes,10045,32.51202348,-9.82919818
Muchinga,Chinsali,Kalela HP, Kalela Health Post,552012,Rural,GRZ,Health Post,Yes,11352,32.26109109,-9.905631161
Muchinga,Chinsali,Kalwala HP, Kalwala Health Post,552024,Peri-Urban,GRZ,Rural Health Centre,Yes,5556,32.14073396,-10.59543261
Muchinga,Chinsali,Lubwa RHC, Lubwa Rural Health Centre,552015,Peri-Urban,Faith Based,Urban Health Centre,Yes,12003,32.11297587,-10.62660798
Muchinga,Chinsali,Mulilansolo RHC, Mulilansolo Rural Health Centre,552019,Rural,Faith Based,Rural Health Centre,Yes,15722,32.34804451,-10.2534484
Muchinga,Chinsali,Mundu RHC, Mundu Rural Health Centre,552020,Rural,GRZ,Health Post,Yes,11501,32.24996538,-10.32699789
Muchinga,Chinsali,Musanya  RHC, Munsanya Health Post,552026,Rural,Private,Rural Health Centre,Yes,8900,32.39882793,-10.36084752
Muchinga,Chinsali,Nambuluma Police Clinic,Nambuluma Police Clinic,552027,Urban,GRZ,Urban Health Centre,Yes,,32.1554226,-10.62903849
Muchinga,Chinsali,Nkula HP, Nkula Health Post,552025,Rural,GRZ,Health Post,Yes,2973,31.9438809,-10.6441348
Muchinga,Chinsali,Nkweto HP, Nkweto Health Post,552028,Rural,GRZ,Health Post,Yes,3200,32.30018283,-10.25444834
Muchinga,Isoka,Isoka District Hospital, Isoka District Hospital,603001,Peri-Urban,GRZ,Level 1 Hospital District,Yes,,32.62828,-10.162215
Muchinga,Isoka,Kafwimbi RHC, Kafwimbi Rural Health Centre,603011,Rural,GRZ,Rural Health Centre,Yes,7457,32.56122,-10.17562
Muchinga,Isoka,Kalungu RHC, Kalungu Rural Health Centre,603012,Rural,GRZ,Rural Health Centre,Yes,9322,32.70791833,-9.687653333
Muchinga,Isoka,Kampumbu RHC, Kampumbu Rural Health Centre,603013,Rural,GRZ,Rural Health Centre,Yes,6525,33.00838833,-10.25577667
Muchinga,Isoka,Kantenshya HP, Kantenshya Health Post,603007,Rural,GRZ,Health Post,Yes,8389,32.57575833,-10.07896333
Muchinga,Isoka,Kapililonga RHC, Kapililonga Health Post,603022,Rural,GRZ,Rural Health Centre,Yes,11186,32.69974,-9.993411667
Muchinga,Isoka,Kasoka UHC, Kasoka Urban Health Centre,603010,Urban,GRZ,Urban Health Centre,Yes,,32.63532833,-10.15799333
Muchinga,Isoka,Katyetye HP,Katyetye Health Post,603023,Rural,GRZ,Health Post,Yes,1958,32.85681833,-10.084385
Muchinga,Isoka,Lualiz HP, Lualizi Health Post,603019,Rural,GRZ,Health Post,Yes,,32.75795667,-10.26768833
Muchinga,Isoka,Mwenikombe, Mwenekombe  Health Post,55030016,Rural,Private,Health Post,Yes,1305,32.84683667,-9.976448333
Muchinga,Isoka,Nzoche HP, Nzoche Health Post,603020,Rural,GRZ,Health Post,Yes,10254,33.14497333,-9.691265
Muchinga,Isoka,Sansamwenje HP, Sansamwenje Health Post,603021,Rural,GRZ,Health Post,Yes,,32.75569,-9.818643333
Muchinga,Mafinga,Chanama HP, Chanama Health Post,603025,Rural,GRZ,Rural Health Centre,Yes,7386,33.24293,-10.29846833
Muchinga,Mafinga,Chifunda RHC, Chifunda Rural Health Centre,603023,Rural,GRZ,Health Post,Yes,7110,33.56252759,-10.55621122
Muchinga,Mafinga,Kalyamani HP, Kalyamani Health Post,603018,Rural,GRZ,Health Post,Yes,7091,33.49809172,-10.37562057
Muchinga,Mafinga,Mafinga District Hospital,Mafinga District Hospital,603028,Rural,GRZ,Level 1 Hospital District,Yes,,33.35989,-10.22838
Muchinga,Mafinga,Mulekatembo RHC, Mulekatembo Rural Health Centre,603014,Rural,GRZ,Rural Health Centre,Yes,12803,33.33683,-10.13866333
Muchinga,Mafinga,Muyombe District Hospital,Muyombe District Hospital,603029,Rural,GRZ,Level 1 Hospital District,Yes,,33.4675454,-10.5847398
Muchinga,Mafinga,Muyombe RHC, Muyombe Rural Health Centre,603015,Rural,GRZ,Rural Health Centre,Yes,18712,33.44951321,-10.57741312
Muchinga,Mafinga,Mweniwisi HP, Mweniwisi Health Post,603030,Rural,GRZ,Rural Health Centre,Yes,,33.14633333,-10.08496333
Muchinga,Mafinga,Nachisitu RHC, Nachisitu Rural Health Centre,603016,Rural,GRZ,Rural Health Centre,Yes,,33.23813667,-9.910368333
Muchinga,Mafinga,Sichitambule HP,Sichitambule Health Post,603026,Rural,GRZ,Health Post,Yes,2955,33.12019833,-10.33015667
Muchinga,Mafinga,Thendere RHC, Thendere Rural Health Centre,603017,Rural,GRZ,Rural Health Centre,Yes,15758,33.37253167,-10.25678
Muchinga,Mafinga,Wiya HP,Wiya Health Post,603027,Rural,GRZ,Health Post,Yes,,33.45785,-10.22805833
Muchinga,Mafinga,Zumbe HP, Zumbe Health Post,603024,Rural,GRZ,Health Post,Yes,7879,33.32397586,-10.51442517
Muchinga,Mpika,Chalabesa RHC, Chalabesa Rural Health Centre,6080100,Rural,Faith Based,Rural Health Centre,Yes,15000,31.08471837,-11.48188727
Muchinga,Mpika,Chaya HP, Chaya Health Post,55070016,Rural,GRZ,Health Post,Yes,2244,31.44666944,-11.83650025
Muchinga,Mpika,Chibansa UHC, Chibansa Urban Health Centre,6081030,Rural,GRZ,Rural Health Centre,Yes,8444,31.43649277,-11.90657982
Muchinga,Mpika,Chikakala HP, Chikakala Health Post,6080130,Rural,GRZ,Health Post,Yes,,31.23618835,-11.40666177
Muchinga,Mpika,Chilonga Mission Hospital, Chilonga Mission Hospital,6080820,Rural,Faith Based,Level 2 Hospital Provincial,Yes,,31.33959978,-12.02747875
Muchinga,Mpika,Chilonga Opd UHC, Chilonga OPD Urban Health Centre,6080990,Rural,GRZ,Urban Health Centre,Yes,10354,31.33980095,-12.02755566
Muchinga,Mpika,Chinkobo HP, Chinkobo Health Post,6080410,Rural,GRZ,Rural Health Centre,Yes,5106,30.67214619,-11.33675187
Muchinga,Mpika,Chitulika HP, Chitulika Health Post,6081202,Rural,GRZ,Health Post,Yes,12063,31.46294653,-11.82526589
Muchinga,Mpika,Chiunda Ponde RHC, Chiunda Ponde Rural Health Centre,6080110,Rural,GRZ,Rural Health Centre,Yes,9622,30.57727585,-12.24311925
Muchinga,Mpika,Kabinga RHC, Kabinga Rural Health Centre,6080120,Rural,GRZ,Rural Health Centre,Yes,10874,30.54440377,-11.79217302
Muchinga,Mpika,Kalimba HP, Kalimba Health Post,55070021,Rural,GRZ,Health Post,Yes,4355,31.4466738,-11.83648881
Muchinga,Mpika,Kamwanya HP, Kamwanya Health Post,6081204,Rural,GRZ,Health Post,Yes,10885,31.46634113,-11.82278399
Muchinga,Mpika,Kaonda RHC, Kaonda Rural Health Centre,55070017,Rural,GRZ,Rural Health Centre,Yes,8276,31.45904406,-11.84249951
Muchinga,Mpika,Kasenga RHC, Kasenga Rural Health Centre,6080290,Rural,GRZ,Rural Health Centre,Yes,9454,31.17250909,-12.1187765
Muchinga,Mpika,Kopa RHC, Kopa Rural Health Centre,6080140,Rural,GRZ,Rural Health Centre,Yes,9230,30.83579118,-11.77396043
Muchinga,Mpika,Lubunga RHC, Lubunga Rural Health Centre,6080310,Rural,GRZ,Rural Health Centre,Yes,5975,31.01804368,-12.80032992
Muchinga,Mpika,Luchembe HP, Luchembe Health Post,6080250,Rural,GRZ,Health Post,Yes,6789,31.26234551,-11.81212348
Muchinga,Mpika,Lufila RHC, Lufila Rural Health Centre,6081000,Rural,GRZ,Rural Health Centre,Yes,4601,32.02161711,-11.32749611
Muchinga,Mpika,Lukulu RHC, Lukulu Rural Health Centre,6080150,Rural,GRZ,Rural Health Centre,Yes,8697,30.86827277,-12.82630607
Muchinga,Mpika,Mapoma RHC, Mapoma Rural Health Centre,55070018,Rural,GRZ,Rural Health Centre,Yes,8108,31.45904104,-11.84248761
Muchinga,Mpika,Mbati RHC, Mbati Rural Health Centre,6080170,Rural,GRZ,Rural Health Centre,Yes,5667,30.75399801,-11.19532442
Muchinga,Mpika,Michael Chilufya Sata Hospital, Michael Chilufya  Sata Hospital,6081205,Peri-Urban,GRZ,Level 1 Hospital District,Yes,248500,31.37109168,-11.82300044
Muchinga,Mpika,Mpepo RHC, Mpepo Rural Health Centre,6080180,Rural,GRZ,Rural Health Centre,Yes,16582,31.11677105,-11.08055677
Muchinga,Mpika,Mpika District Hospital, Mpika District Hospital,6080900,Urban,GRZ,Urban Health Centre,Yes,16560,31.45725369,-11.83874527
Muchinga,Mpika,Mpika UHC, Mpika Urban Health Centre,6080980,Urban,GRZ,Level 1 Hospital District,Yes,,31.45752882,-11.83890169
Muchinga,Mpika,Mpumba RHC, Mpumba Rural Health Centre,6080190,Rural,GRZ,Rural Health Centre,Yes,,31.00418505,-12.61686936
Muchinga,Mpika,Mukungule RHC, Mukungule Rural Health Centre,6080200,Rural,GRZ,Urban Health Centre,Yes,13774,31.92447531,-11.59703374
Muchinga,Mpika,Muwele RHC, Muwele Rural Health Centre,55070019,Rural,GRZ,Rural Health Centre,Yes,17197,31.45856788,-11.84234688
Muchinga,Mpika,Nabwalya RHC, Nabwalya Rural Health Centre,55070020,Rural,GRZ,Rural Health Centre,Yes,5358,31.44666583,-11.83650352
Muchinga,Mpika,Tzr Residential RHC, TZR Residential Rural Health Centre,6080240,Urban,GRZ,Urban Health Centre,Yes,17393,31.40023698,-11.84644416
Muchinga,Mpika,Zca RHC, ZCA Rural Health Centre,6080270,Rural,GRZ,Urban Health Centre,Yes,12000,31.48317883,-11.73483973
Muchinga,Mpika,Zns Mpika RHC, ZNS Mpika Rural Health Centre,6080280,Peri-Urban,Military,Rural Health Centre,Yes,4040,31.33003182,-11.96501814
Muchinga,Nakonde,Chanka RHC,Chanka RHC,5560132,Rural,GRZ,Rural Health Centre,Yes,8867,32.95926708,-9.7120218
Muchinga,Nakonde,Chilolwa RHC, Chilolwa Rural Health Centre,5560118,Rural,GRZ,Rural Health Centre,Yes,1440,32.62485863,-9.571401
Muchinga,Nakonde,Chitamba HP, Chitamba Health Post,5560120,Rural,GRZ,Health Post,Yes,,32.60975194,-9.36646744
Muchinga,Nakonde,Chozi RHC, Chozi Rural Health Centre,5560110,Rural,GRZ,Rural Health Centre,Yes,9018,32.26259216,-9.39369792
Muchinga,Nakonde,Ibrahim HP, Ibrahim Health Post,5560122,Rural,GRZ,Health Post,Yes,,32.80866173,-9.34738598
Muchinga,Nakonde,Ilola HP,Ilola Health Post,5560123,Rural,GRZ,Health Post,Yes,,32.53316112,-9.3534411
Muchinga,Nakonde,Ituntu HP,Ituntu Health Post,5560124,Rural,GRZ,Health Post,Yes,,32.9213273,-9.62412287
Muchinga,Nakonde,Kantongo HP,Kantongo Health Post,5560125,Rural,GRZ,Health Post,Yes,,32.63469516,-9.48675484
Muchinga,Nakonde,Kaombwe HP, Kaombwe Health Post,5560121,Rural,GRZ,Health Post,Yes,3606,32.88207846,-9.45702772
Muchinga,Nakonde,Katozi HP,Katozi Health Post,5560126,Peri-Urban,GRZ,Health Post,Yes,,32.77634004,-9.32686543
Muchinga,Nakonde,Mayembe HP, Mayembe Health Post,5560111,Rural,GRZ,Rural Health Centre,Yes,4584,32.74350976,-9.55085735
Muchinga,Nakonde,Movu HP,Movu Health Post,5560127,Rural,GRZ,Health Post,Yes,,32.5554342,-9.28444091
Muchinga,Nakonde,Mukalizi HP, Mukalizi Health Post,5560119,Rural,GRZ,Health Post,Yes,4644,32.19014037,-9.13394291
Muchinga,Nakonde,Mukumbe HP,Mukumbe Health Post,5560128,Rural,GRZ,Health Post,Yes,,32.99352956,-9.6366279
Muchinga,Nakonde,Mwenzo RHC, Mwenzo Rural Health Centre,5560113,Rural,Faith Based,Rural Health Centre,Yes,2484,32.68774186,-9.32877287
Muchinga,Nakonde,Nakonde District Hospital, Nakonde District Hospital,5560129,Peri-Urban,GRZ,Level 1 Hospital District,Yes,,32.70430293,-9.351187474
Muchinga,Nakonde,Nakonde UHC, Nakonde Urban Health Centre,5560114,Urban,GRZ,Urban Health Centre,Yes,,32.75449471,-9.328564869
Muchinga,Nakonde,Nakonde UHC,Nakonde UHC,5560133,Urban,GRZ,Urban Health Centre,Yes,58400,32.67507612,-9.419152721
